id,title,description,municipality_type,is_divided_by_gender,publ_period,publication_date
N02380,"Elever i åk. 9. betygspoäng i religionskunskap, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02381,"Elever i åk. 9. betygspoäng i samhällskunskap, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02382,"Elever i åk. 9. betygspoäng i samhällskunskap, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02383,"Elever i åk. 9. betygspoäng i samhällskunskap, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02384,"Elever i åk. 9. betygspoäng i slöjd, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02385,"Elever i åk. 9. betygspoäng i slöjd, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02386,"Elever i åk. 9. betygspoäng i slöjd, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02387,"Elever i åk. 9. betygspoäng i svenska, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02388,"Elever i åk. 9. betygspoäng i svenska, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02389,"Elever i åk. 9. betygspoäng i svenska, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02390,"Elever i åk. 9. betygspoäng i svenska som andra språk, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02391,"Elever i åk. 9. betygspoäng i svenska som andra språk, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02392,"Elever i åk. 9. betygspoäng i svenska som andra språk, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02393,"Elever i åk. 9. betygspoäng i teknik, lägeskommun, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02394,"Elever i åk. 9. betygspoäng i teknik, kommunala skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02395,"Elever i åk. 9. betygspoäng i teknik, fristående skolor, genomsnitt","Betygspoängen utgörs av ett genomsnitt av betygsvärdena i ämnesbetygen (F=0, E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga värdet är 0-20 poäng. Den genomsnittliga betygspoängen beräknas för de elever som fått betyg A-F i respektive ämne. Elever som saknade godkänt betyg ingår. Källa Skolverket",K,1,2024,2024-09-28
N02396,"Elever i åk 6 med lägst betyget E i bild, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i bild, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02397,"Elever i åk 6 med lägst betyget E i bild, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i bild, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02398,"Elever i åk 6 med lägst betyget E i bild, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i bild, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas adet som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02399,"Elever i åk 6 med lägst betyget E i biologi, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i biologi, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02400,"Elever i åk 6 med lägst betyget E i biologi, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i biologi, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02401,"Elever i åk 6 med lägst betyget E i biologi, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i biologi, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas adet som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02402,"Elever i åk 6 med lägst betyget E i fysik, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i fysik, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02403,"Elever i åk 6 med lägst betyget E i fysik, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i fysik, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02404,"Elever i åk 6 med lägst betyget E i fysik, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i fysik, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas adet som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02405,"Elever i åk 6 med lägst betyget E i geografi, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i geografi, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02406,"Elever i åk 6 med lägst betyget E i geografi, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i geografi, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02407,"Elever i åk 6 med lägst betyget E i geografi, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i geografi, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02408,"Elever i åk 6 med lägst betyget E i hem- och konsumentkunskap, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i hem- och konsumentkunskap, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02409,"Elever i åk 6 med lägst betyget E i hem- och konsumentkunskap, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i hem- och konsumentkunskap, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02410,"Elever i åk 6 med lägst betyget E i hem- och konsumentkunskap, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i hem- och konsumentkunskap, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02411,"Elever i åk 6 med lägst betyget E i historia, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i historia, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02412,"Elever i åk 6 med lägst betyget E i historia, kommunala skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i historia, kommunala skolor, andel (%). Avser elever i kommunala skolor belägna i kommunen oavsett var de är folkbokförda. Källa: Skolverket",K,1,2023,2023-10-26
N02413,"Elever i åk 6 med lägst betyget E i historia, fristående skolor, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i historia, fristående skolor, andel (%). Avser elever i fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas adet som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
N02414,"Elever i åk 6 med lägst betyget E i kemi, lägeskommun, andel (%)","Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Elever i åk 6 med lägst betyget E i kemi, lägeskommun, andel (%). Med lägeskommun avses elever i både kommunala och fristående skolor belägna i kommunen oavsett var de är folkbokförda. Om det totala antalet elever är 40 eller fler och antalet EJ med lägst betyget E är 1-4 elever, så visas det som sekretess. Källa: Skolverket",K,1,2023,2023-10-26
